Region_ID,State,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Season,Suggested_Crop,Expected_Yield,Year
R1322,Gujarat,Black,6.96,46,71,86,22.5,65,990,Rabi,Barley,5.81,2020
R1323,Punjab,Red,6.44,61,42,160,19.6,48,397,Kharif,Wheat,2.49,2023
R1324,Karnataka,Black,5.88,84,60,110,35.4,89,952,Rabi,Rice,3.49,2024
R1325,Bihar,Loamy,5.97,86,17,189,15.4,31,1677,Rabi,Barley,5.01,2021
R1326,Tamil Nadu,Loamy,7.14,55,21,129,34.2,80,1932,Kharif,Wheat,3.82,2023
R1327,Punjab,Black,8.33,97,77,148,24.6,41,573,Rabi,Wheat,4.18,2019
R1328,Bihar,Red,5.63,134,6,129,16.8,63,216,Rabi,Sugarcane,4.98,2019
R1329,Odisha,Sandy,7.98,39,39,88,15.1,59,844,Zaid,Sugarcane,3.38,2022
R1330,Maharashtra,Black,7.39,45,22,137,32.2,80,1791,Rabi,Pulses,5.14,2021
R1331,Odisha,Black,7.82,50,17,39,18.5,89,238,Kharif,Groundnut,1.54,2020
R1332,Kerala,Sandy,7.26,17,28,184,35.3,33,1349,Rabi,Wheat,1.72,2023
R1333,Bihar,Black,5.69,129,32,176,17.3,58,1210,Kharif,Soybean,1.56,2022
R1334,Punjab,Loamy,6.92,66,26,83,39.7,35,1905,Rabi,Sugarcane,2.17,2018
R1335,Punjab,Black,5.58,95,55,67,15.7,88,700,Zaid,Wheat,1.81,2023
R1336,Tamil Nadu,Sandy,5.66,35,77,89,27,52,651,Rabi,Cotton,5.83,2020
R1337,Bihar,Red,5.61,107,20,141,22.5,67,943,Rabi,Maize,4.76,2020
R1338,Odisha,Red,7.15,23,78,14,15.4,35,1591,Rabi,Sugarcane,2.08,2024
R1339,Maharashtra,Sandy,7.2,106,26,110,26.7,83,1077,Rabi,Rice,4.39,2019
R1340,Karnataka,Black,6.31,30,13,174,20,68,638,Rabi,Pulses,1.66,2020
R1341,Odisha,Sandy,7.03,75,37,113,29.4,49,1130,Rabi,Groundnut,2.5,2018
R1342,Karnataka,Loamy,7.43,44,55,80,25.2,81,1763,Rabi,Cotton,1.6,2023
R1343,Punjab,Loamy,7.68,109,45,127,23.3,49,1999,Rabi,Soybean,5.52,2023
R1344,Kerala,Red,6.37,32,12,64,17.5,31,1727,Zaid,Pulses,5.06,2018
R1345,Kerala,Loamy,5.57,97,71,49,28.6,88,1343,Zaid,Rice,2.62,2024
R1346,Maharashtra,Black,8.05,16,32,72,27.7,71,1959,Kharif,Cotton,4,2020
R1347,Andhra Pradesh,Black,7.09,58,35,189,18.8,66,1576,Rabi,Rice,5.7,2018
R1348,Kerala,Sandy,7.25,72,33,186,21.5,32,319,Zaid,Soybean,2.66,2023
R1349,Bihar,Black,5.63,123,42,99,17.8,86,512,Kharif,Pulses,3.53,2024
R1350,Gujarat,Red,6.26,43,37,86,24.8,89,1708,Rabi,Sugarcane,5.79,2022
R1351,Gujarat,Clay,7.26,134,50,160,36.9,70,1239,Kharif,Groundnut,3.79,2021
R1352,Maharashtra,Loamy,6.73,115,46,163,39.8,59,702,Kharif,Soybean,3.79,2022
R1353,Kerala,Clay,6.89,33,27,14,20.4,54,1329,Rabi,Sugarcane,5.43,2023
R1354,Bihar,Red,8.19,33,58,97,20.1,78,781,Zaid,Rice,3.01,2019
R1355,Bihar,Loamy,7.19,19,6,181,21.1,60,348,Rabi,Cotton,5.18,2022
R1356,Tamil Nadu,Red,5.95,142,19,42,37.3,83,1222,Rabi,Groundnut,1.85,2024
R1357,Kerala,Sandy,7.26,117,72,183,16,66,1432,Zaid,Maize,5.31,2020
R1358,Andhra Pradesh,Black,6.64,140,57,34,39.6,67,886,Zaid,Pulses,2.08,2023
R1359,Odisha,Clay,8.5,117,42,72,19.7,51,868,Kharif,Rice,5.71,2020
R1360,Tamil Nadu,Black,8.07,84,24,42,24.2,62,1091,Kharif,Wheat,4.45,2023
R1361,Maharashtra,Black,6.25,68,74,144,31,51,1347,Kharif,Barley,1.67,2022
R1362,Maharashtra,Loamy,6.41,133,11,60,24.5,34,1480,Rabi,Cotton,4.19,2019
R1363,Tamil Nadu,Red,8.01,132,60,186,19.9,79,1459,Rabi,Pulses,4.37,2023
R1364,Tamil Nadu,Red,6.76,33,16,119,34.3,48,415,Rabi,Millet,4.16,2018
R1365,Andhra Pradesh,Sandy,5.66,77,35,144,38,48,1444,Rabi,Sugarcane,2.4,2021
R1366,Gujarat,Red,8.5,68,52,53,19.5,72,881,Rabi,Rice,4.65,2020
R1367,Bihar,Sandy,8.47,78,18,89,39,61,1256,Kharif,Barley,3.33,2024
R1368,Gujarat,Red,7.14,54,74,188,32.7,77,1128,Kharif,Rice,5.68,2018
R1369,Bihar,Black,6.05,93,21,128,40,56,321,Zaid,Pulses,2.65,2020
R1370,Andhra Pradesh,Sandy,7.67,84,47,10,15.1,36,1782,Kharif,Groundnut,3.19,2021
R1371,Bihar,Loamy,7.7,102,43,80,34.3,79,1784,Rabi,Maize,4.33,2023
R1372,Kerala,Red,6.76,58,12,108,25.8,88,1238,Kharif,Sugarcane,3.93,2022
R1373,Kerala,Sandy,6.91,48,40,23,23.2,86,334,Kharif,Barley,1.74,2024
R1374,Gujarat,Sandy,8.08,15,36,190,25.3,82,1646,Kharif,Maize,4.28,2018
R1375,Andhra Pradesh,Black,6.97,75,45,37,31.6,31,216,Rabi,Maize,2.13,2018
R1376,Kerala,Clay,7.6,52,58,174,35.8,64,636,Rabi,Groundnut,4.15,2024
R1377,Punjab,Sandy,8.34,119,78,108,18.4,56,435,Zaid,Wheat,3.83,2019
R1378,Karnataka,Loamy,7.19,36,5,49,37.5,88,1531,Rabi,Sugarcane,3.1,2022
R1379,Kerala,Sandy,5.79,149,32,113,27.4,84,1839,Rabi,Rice,4.86,2019
R1380,Tamil Nadu,Black,5.82,116,57,167,26.2,42,1528,Kharif,Maize,2.51,2023
R1381,Gujarat,Clay,7.16,136,72,156,32.8,77,331,Zaid,Maize,1.53,2021
R1382,Odisha,Loamy,5.81,114,31,44,21,39,633,Rabi,Wheat,4.63,2022
R1383,Karnataka,Loamy,6.79,120,25,138,18.8,67,1363,Kharif,Sugarcane,5.02,2021
R1384,Karnataka,Clay,5.94,51,28,58,18,60,1338,Kharif,Maize,4.84,2023
R1385,Andhra Pradesh,Loamy,5.89,51,21,43,27.1,65,1138,Kharif,Wheat,1.85,2022
R1386,Kerala,Sandy,5.66,147,24,31,33.7,34,1322,Zaid,Barley,5.73,2022
R1387,Andhra Pradesh,Loamy,6.65,56,73,29,24.8,76,496,Rabi,Maize,2.54,2019
R1388,Odisha,Clay,5.89,42,45,33,22,54,690,Rabi,Sugarcane,1.64,2019
R1389,Andhra Pradesh,Black,6.64,142,40,185,24.6,82,201,Kharif,Millet,3.8,2021
R1390,Punjab,Loamy,8.42,104,13,141,38.4,46,1715,Rabi,Maize,3.28,2024
R1391,Punjab,Red,7.09,25,56,65,26.5,72,1073,Kharif,Sugarcane,3.01,2022
R1392,Odisha,Clay,7.52,113,34,22,24.5,47,1704,Rabi,Barley,3.51,2019
R1393,Kerala,Clay,8.27,35,23,72,36.4,77,1628,Zaid,Sugarcane,2.94,2022
R1394,Kerala,Sandy,8.38,29,78,32,16.8,77,667,Kharif,Wheat,2.7,2024
R1395,Maharashtra,Red,6.19,56,41,137,24.8,33,502,Kharif,Barley,2.84,2020
R1396,Gujarat,Red,6.29,55,15,36,15.7,41,1407,Zaid,Soybean,5,2018
R1397,Tamil Nadu,Black,7,43,65,36,36.8,68,1129,Zaid,Rice,2.39,2022
R1398,Karnataka,Black,6.97,106,11,140,15.7,84,1938,Rabi,Wheat,2.09,2020
R1399,Punjab,Red,7.76,57,41,152,31.2,69,784,Rabi,Wheat,3.31,2023
R1400,Bihar,Loamy,6.85,134,22,75,39.1,35,1138,Rabi,Wheat,2.37,2021
R1401,Karnataka,Loamy,7.52,129,65,49,29.6,87,1810,Kharif,Rice,2.77,2018
R1402,Gujarat,Sandy,6.79,75,19,176,17.9,87,773,Kharif,Wheat,5.07,2023
R1403,Andhra Pradesh,Black,6.23,138,9,155,30.4,85,769,Rabi,Wheat,4.32,2022
R1404,Odisha,Red,8.09,58,64,166,29.2,31,569,Kharif,Millet,4.44,2020
R1405,Andhra Pradesh,Clay,5.9,85,9,166,21.1,76,1903,Zaid,Millet,4.92,2021
R1406,Maharashtra,Clay,7.09,92,61,158,37.7,51,1235,Rabi,Rice,2.43,2019
R1407,Punjab,Sandy,7.2,13,32,136,34.5,57,950,Zaid,Sugarcane,2.06,2022
R1408,Gujarat,Black,6.64,100,5,174,38.6,37,585,Kharif,Groundnut,2.18,2020
R1409,Karnataka,Black,5.53,115,69,60,36,51,921,Zaid,Sugarcane,5.57,2022
R1410,Tamil Nadu,Loamy,7.47,136,21,79,19.9,43,529,Zaid,Sugarcane,5.95,2020
R1411,Gujarat,Sandy,6.58,143,9,82,35.5,74,713,Kharif,Wheat,4.19,2022
R1412,Andhra Pradesh,Black,7.01,71,16,71,26.4,41,699,Zaid,Cotton,4.19,2018
R1413,Kerala,Clay,7.7,100,78,68,23.8,87,1094,Zaid,Groundnut,4.94,2024
R1414,Gujarat,Sandy,6.74,60,74,27,37.2,54,715,Kharif,Sugarcane,3.24,2021
R1415,Punjab,Red,8.47,144,19,56,21.2,51,1130,Kharif,Barley,4.01,2020
R1416,Gujarat,Clay,6.16,136,46,174,27.6,61,1001,Kharif,Wheat,5.57,2024
R1417,Maharashtra,Black,6.24,126,23,125,19.8,69,1978,Rabi,Sugarcane,3.2,2023
R1418,Odisha,Red,7.42,92,45,151,33.7,38,1076,Zaid,Cotton,2.75,2019
R1419,Karnataka,Red,7.6,117,20,130,20.7,56,592,Kharif,Sugarcane,4.86,2018
R1420,Odisha,Red,6.14,40,60,49,21.2,74,1357,Zaid,Barley,5.71,2020
R1421,Odisha,Clay,8.45,135,56,180,27.8,76,496,Kharif,Pulses,3.36,2023
R1422,Maharashtra,Sandy,6.63,117,63,89,32.7,69,1341,Zaid,Soybean,1.9,2022
R1423,Odisha,Black,6.64,49,29,92,28,62,911,Kharif,Millet,2.13,2019
R1424,Maharashtra,Clay,7.7,111,6,141,35.6,57,807,Zaid,Cotton,5.21,2023
R1425,Andhra Pradesh,Black,8.07,29,5,158,36,71,936,Kharif,Wheat,1.52,2023
R1426,Karnataka,Sandy,6.05,82,7,165,25.9,43,646,Kharif,Soybean,1.6,2024
R1427,Andhra Pradesh,Black,8.02,92,32,14,15.5,47,686,Zaid,Soybean,3.06,2023
R1428,Punjab,Loamy,7.34,17,41,10,36.3,73,1187,Zaid,Rice,4.87,2020
R1429,Odisha,Loamy,6.27,30,68,60,34.5,31,275,Kharif,Wheat,4.37,2024
R1430,Odisha,Clay,6.4,127,50,139,37,81,726,Kharif,Pulses,2.71,2021
R1431,Gujarat,Clay,7.39,75,78,101,36.8,51,1497,Zaid,Rice,2.98,2024
R1432,Maharashtra,Clay,7.68,86,40,38,21.6,87,1017,Rabi,Groundnut,2.83,2024
R1433,Gujarat,Red,7.08,21,54,190,32.5,72,290,Kharif,Groundnut,3.16,2023
R1434,Andhra Pradesh,Black,6.97,58,56,116,19.6,52,847,Kharif,Sugarcane,4.12,2019
R1435,Punjab,Black,7.78,127,59,63,19.7,78,1821,Rabi,Cotton,4.09,2021
R1436,Tamil Nadu,Loamy,5.92,36,68,159,39,80,1357,Rabi,Maize,5.48,2020
R1437,Punjab,Red,8.04,93,37,196,31.3,42,782,Kharif,Sugarcane,3.82,2018
R1438,Tamil Nadu,Clay,7.76,126,7,85,31.4,35,1072,Rabi,Groundnut,2,2023
R1439,Bihar,Clay,7.35,118,16,84,18.4,42,277,Rabi,Wheat,3.15,2020
R1440,Gujarat,Loamy,7.08,50,53,161,38.7,77,607,Rabi,Barley,4.62,2020
R1441,Odisha,Sandy,7.51,100,24,96,33.8,65,1870,Kharif,Millet,5.62,2022
R1442,Gujarat,Red,7.68,22,79,115,25.4,74,1112,Kharif,Soybean,1.89,2023
R1443,Andhra Pradesh,Loamy,6.52,125,36,57,31.6,83,553,Zaid,Millet,3.23,2021
R1444,Karnataka,Sandy,8.28,136,33,136,39.9,64,1093,Zaid,Barley,5.87,2020
R1445,Maharashtra,Sandy,8.17,39,53,47,32,47,801,Kharif,Pulses,4.11,2020
R1446,Kerala,Clay,8.37,75,57,153,25.4,58,685,Kharif,Barley,2.84,2020
R1447,Gujarat,Black,7.66,116,18,81,37.6,65,1927,Kharif,Cotton,5.68,2021
R1448,Gujarat,Black,6.84,49,13,153,35.1,46,452,Kharif,Cotton,2.68,2018
R1449,Bihar,Sandy,8.32,143,38,122,20,32,1954,Rabi,Maize,3.09,2021
R1450,Bihar,Loamy,7.78,148,15,25,30.9,64,1563,Rabi,Maize,1.58,2023
R1451,Kerala,Red,7.6,14,25,98,27.2,53,1785,Kharif,Soybean,3.55,2019
R1452,Gujarat,Black,6.94,137,51,179,32.5,38,399,Rabi,Rice,3.63,2022
R1453,Gujarat,Red,7.97,122,8,111,22.9,37,1052,Kharif,Maize,5.31,2020
R1454,Odisha,Loamy,7.05,19,39,14,37.3,34,1034,Rabi,Rice,3.35,2018
R1455,Bihar,Loamy,7,130,55,112,26.7,52,1182,Rabi,Maize,4.14,2022
R1456,Bihar,Black,7.36,92,8,55,20.1,55,1482,Rabi,Groundnut,4.03,2019
R1457,Andhra Pradesh,Sandy,8.38,34,73,29,26,86,1409,Rabi,Soybean,1.56,2019
R1458,Maharashtra,Red,6.33,92,41,143,20,69,1844,Kharif,Sugarcane,5.85,2022
R1459,Maharashtra,Red,7.2,85,7,146,28,71,1658,Kharif,Rice,1.84,2024
R1460,Tamil Nadu,Loamy,8.49,42,68,133,29.7,63,963,Zaid,Soybean,1.92,2018
R1461,Punjab,Red,6.32,23,77,144,21.4,52,1846,Zaid,Barley,4.86,2022
R1462,Maharashtra,Sandy,6.87,63,25,193,31.6,80,1386,Zaid,Cotton,2.21,2021
R1463,Gujarat,Sandy,6.29,117,6,22,25.9,60,1366,Kharif,Groundnut,3.8,2019
R1464,Tamil Nadu,Sandy,7.62,57,74,179,35.5,85,739,Kharif,Rice,2.38,2020
R1465,Odisha,Clay,6.85,76,68,150,26.1,80,467,Rabi,Millet,4.81,2021
R1466,Punjab,Clay,8.01,45,32,63,25.3,41,1305,Kharif,Cotton,2.51,2023
R1467,Maharashtra,Clay,8.12,142,44,155,19,67,1330,Zaid,Groundnut,5.08,2020
R1468,Karnataka,Loamy,5.77,58,42,49,28.1,33,1891,Rabi,Cotton,3.86,2022
R1469,Andhra Pradesh,Black,7.93,18,22,164,32.3,66,1652,Zaid,Wheat,1.61,2018
R1470,Gujarat,Sandy,6.69,64,30,159,39.6,71,889,Zaid,Millet,3.85,2021
R1471,Kerala,Red,5.9,57,78,179,27,35,895,Rabi,Cotton,1.76,2018
R1472,Odisha,Clay,7.43,52,43,190,31.9,80,1962,Rabi,Wheat,4.04,2024
R1473,Kerala,Loamy,6.53,107,67,190,39.1,41,1944,Rabi,Sugarcane,2.08,2018
R1474,Punjab,Loamy,5.79,44,24,100,29.9,54,874,Kharif,Rice,3.59,2024
R1475,Punjab,Red,6.8,61,35,91,35.1,62,1680,Zaid,Barley,2.07,2023
R1476,Karnataka,Sandy,6.74,84,49,77,23.7,30,1195,Zaid,Groundnut,5.69,2022
R1477,Karnataka,Clay,7.26,143,48,25,29.2,70,500,Rabi,Cotton,4.03,2018
R1478,Punjab,Sandy,7.32,118,72,94,36.7,66,834,Rabi,Sugarcane,4.8,2020
R1479,Bihar,Red,7.93,130,36,48,28.9,56,1371,Zaid,Wheat,3.38,2020
R1480,Punjab,Loamy,5.82,110,43,12,35.6,83,1132,Rabi,Sugarcane,4.06,2022
R1481,Gujarat,Black,7.17,34,39,128,33.7,89,246,Zaid,Groundnut,2.55,2024
R1482,Gujarat,Loamy,7.97,116,14,136,16.7,44,761,Kharif,Barley,5.88,2021
R1483,Andhra Pradesh,Clay,6.32,129,65,28,32.1,31,1292,Kharif,Wheat,5.47,2024
R1484,Karnataka,Sandy,5.93,62,51,61,37.9,60,1108,Zaid,Groundnut,4.28,2020
R1485,Kerala,Clay,5.92,71,44,97,18.6,49,1126,Zaid,Millet,1.61,2023
R1486,Gujarat,Red,6.5,24,14,155,23.5,35,945,Zaid,Maize,5.54,2020
R1487,Bihar,Black,6.88,55,13,53,28.3,38,1003,Zaid,Soybean,2.7,2019
R1488,Maharashtra,Clay,6.53,138,64,161,35.4,40,1173,Zaid,Cotton,3.45,2023
R1489,Kerala,Red,5.82,109,45,104,24.1,61,1008,Rabi,Millet,3.63,2023
R1490,Punjab,Clay,6.84,89,17,19,33.1,82,1298,Kharif,Maize,2.66,2018
R1491,Odisha,Sandy,7.94,14,48,138,29.9,79,1774,Zaid,Groundnut,3.23,2021
R1492,Gujarat,Loamy,7.62,144,71,194,24.5,84,627,Kharif,Barley,3.69,2023
R1493,Bihar,Black,6.92,71,36,170,35.7,60,1996,Kharif,Millet,3.12,2019
R1494,Punjab,Loamy,7.56,54,69,134,35.2,89,1974,Rabi,Millet,1.94,2022
R1495,Odisha,Sandy,7.1,74,57,107,22.5,80,1991,Kharif,Maize,4.57,2024
R1496,Gujarat,Black,8,120,21,53,29,69,400,Rabi,Pulses,2.91,2018
R1497,Bihar,Black,6.31,93,66,18,22.6,33,822,Kharif,Wheat,4.73,2020
R1498,Bihar,Sandy,5.65,67,73,85,16.3,86,1069,Rabi,Cotton,1.64,2021
R1499,Kerala,Red,7.58,136,5,25,23.2,63,398,Kharif,Maize,5.76,2023
R1500,Andhra Pradesh,Red,8.11,120,69,195,17.9,73,457,Kharif,Barley,2.76,2020
R1501,Andhra Pradesh,Clay,7.92,58,26,89,32,49,1401,Zaid,Millet,2.4,2018
R1502,Andhra Pradesh,Sandy,6.98,146,61,26,20.5,85,1844,Kharif,Sugarcane,5.44,2020
R1503,Karnataka,Red,8.3,147,15,67,28.8,74,675,Zaid,Groundnut,5.19,2018
R1504,Gujarat,Loamy,7.05,134,13,173,36.8,65,1181,Zaid,Pulses,3.05,2020
R1505,Gujarat,Sandy,7.35,21,7,144,16.1,43,1986,Kharif,Soybean,5.07,2023
R1506,Kerala,Sandy,6.92,13,16,129,32.7,65,625,Rabi,Wheat,4.36,2020
R1507,Andhra Pradesh,Black,7.85,73,15,193,16.1,41,1398,Kharif,Groundnut,4.73,2020
R1508,Maharashtra,Red,5.78,96,22,75,25.1,82,541,Zaid,Barley,2.99,2021
R1509,Karnataka,Black,8.11,120,5,41,28.1,53,1653,Zaid,Sugarcane,4.4,2022
R1510,Maharashtra,Sandy,7.98,128,50,36,23.5,56,1352,Kharif,Sugarcane,4.48,2023
R1511,Punjab,Clay,8.34,82,54,152,36.8,65,1988,Kharif,Groundnut,2.59,2019
R1512,Kerala,Clay,7.51,118,48,71,31.9,45,1750,Rabi,Sugarcane,4,2018
R1513,Karnataka,Clay,6.8,37,36,165,23.8,61,1735,Zaid,Soybean,4.23,2021
R1514,Tamil Nadu,Loamy,7.09,41,42,44,17.2,72,1894,Zaid,Millet,3.7,2020
R1515,Maharashtra,Sandy,5.91,40,31,71,26.5,36,992,Rabi,Rice,2.18,2022
R1516,Andhra Pradesh,Loamy,7.49,71,18,135,21.4,64,1158,Rabi,Groundnut,4.33,2019
R1517,Gujarat,Sandy,7.68,53,6,56,22.9,34,1276,Zaid,Wheat,2.12,2024
R1518,Tamil Nadu,Red,6.54,64,35,75,39.6,72,1896,Kharif,Millet,3.62,2022
R1519,Andhra Pradesh,Sandy,5.92,25,58,158,24.7,60,656,Zaid,Barley,2.79,2022
R1520,Gujarat,Black,7.15,89,54,122,25.8,35,916,Kharif,Groundnut,2.36,2022
R1521,Maharashtra,Red,6.28,142,50,80,26.1,72,1807,Rabi,Wheat,1.51,2023
R1522,Bihar,Black,7.24,21,65,118,37.9,44,1669,Zaid,Soybean,2.03,2023
R1523,Kerala,Sandy,8.03,12,10,147,19.6,50,1871,Kharif,Pulses,4.26,2023
R1524,Gujarat,Black,6.94,76,37,38,19.9,53,1289,Kharif,Rice,5.96,2022
R1525,Bihar,Black,6.57,27,37,93,25.4,53,858,Zaid,Pulses,4.99,2019
R1526,Kerala,Sandy,6.48,143,71,120,31.6,52,396,Kharif,Barley,2.64,2024
R1527,Bihar,Sandy,7.31,124,58,141,27.7,30,566,Zaid,Groundnut,4.08,2024
R1528,Bihar,Clay,5.73,97,72,160,16.8,40,1510,Rabi,Wheat,4.39,2022
R1529,Tamil Nadu,Sandy,6.64,132,71,11,29.4,33,1408,Rabi,Cotton,2.33,2020
R1530,Kerala,Clay,7.96,107,58,139,15.8,69,1404,Rabi,Wheat,1.85,2024
R1531,Karnataka,Clay,6.45,46,62,161,26.6,54,1973,Zaid,Wheat,5.94,2022
R1532,Gujarat,Loamy,7.78,107,56,164,25.9,50,1354,Rabi,Millet,5.9,2019
R1533,Andhra Pradesh,Loamy,8.43,51,18,114,26,54,704,Rabi,Millet,2.11,2021
R1534,Kerala,Red,6.61,21,8,10,24.6,77,502,Zaid,Groundnut,4.85,2023
R1535,Kerala,Clay,7.27,120,23,92,36,36,1182,Zaid,Rice,2.03,2018
R1536,Maharashtra,Clay,8.18,120,20,88,19,67,1719,Kharif,Rice,5.83,2020
R1537,Maharashtra,Clay,8.35,129,28,43,21.1,72,792,Zaid,Maize,5.71,2019
R1538,Maharashtra,Black,5.63,36,55,84,40,38,1286,Zaid,Maize,4,2018
R1539,Punjab,Sandy,6.99,72,7,155,23.5,53,477,Kharif,Rice,2.35,2024
R1540,Tamil Nadu,Clay,7.88,32,46,28,25.2,42,1473,Rabi,Sugarcane,3.05,2023
R1541,Tamil Nadu,Loamy,7.2,142,46,162,37.1,84,387,Rabi,Millet,3.45,2019
R1542,Odisha,Clay,7.08,40,30,70,16.4,52,1146,Zaid,Barley,1.73,2021
R1543,Maharashtra,Clay,7.47,119,74,161,31.2,49,1257,Kharif,Rice,3.34,2024
R1544,Andhra Pradesh,Red,7.48,56,65,45,35.8,38,1292,Kharif,Pulses,2.6,2022
R1545,Gujarat,Black,6.32,68,70,88,37.5,74,532,Kharif,Millet,4.59,2023
R1546,Karnataka,Clay,5.65,30,77,87,24,70,1439,Rabi,Soybean,5.79,2019
R1547,Karnataka,Sandy,5.7,75,30,79,19.4,30,1399,Rabi,Millet,2.86,2023
R1548,Gujarat,Clay,5.87,65,21,163,39.3,33,1813,Zaid,Millet,1.85,2023
R1549,Bihar,Clay,6.19,122,29,79,15.5,32,1038,Rabi,Sugarcane,5.84,2019
R1550,Tamil Nadu,Sandy,5.92,125,65,114,33.4,74,836,Zaid,Sugarcane,3.45,2020
R1551,Odisha,Loamy,8.39,31,24,166,23.8,55,509,Zaid,Barley,2.92,2020
R1552,Tamil Nadu,Red,7.73,112,24,199,39,71,1236,Kharif,Barley,2.26,2024
R1553,Andhra Pradesh,Clay,6.64,81,54,30,28.6,72,1405,Rabi,Soybean,5.02,2021
R1554,Odisha,Clay,6.56,55,26,121,24.3,35,1832,Zaid,Soybean,1.59,2020
R1555,Punjab,Clay,8.05,110,75,35,18.7,87,1936,Kharif,Sugarcane,3.61,2020
R1556,Bihar,Sandy,6.34,28,5,57,32.8,30,925,Rabi,Cotton,5.86,2021
R1557,Odisha,Loamy,5.87,143,66,102,39,73,522,Zaid,Rice,1.76,2022
R1558,Andhra Pradesh,Red,6.69,37,41,50,34.1,63,1725,Kharif,Wheat,3.12,2021
R1559,Bihar,Sandy,8.26,81,39,69,28.8,67,1461,Kharif,Rice,3.41,2022
R1560,Karnataka,Loamy,6.48,16,43,199,24.1,89,1615,Kharif,Cotton,3.16,2020
R1561,Odisha,Black,7.08,147,55,87,35.2,36,972,Rabi,Groundnut,5.08,2022
R1562,Bihar,Black,6.19,100,26,132,38.6,79,989,Rabi,Wheat,5.37,2021
R1563,Andhra Pradesh,Sandy,5.62,67,59,130,17.8,57,868,Zaid,Pulses,4.44,2018
R1564,Gujarat,Sandy,6.08,74,78,155,27.7,49,982,Rabi,Wheat,2.49,2018
R1565,Tamil Nadu,Loamy,6.44,16,37,143,27.8,39,1194,Zaid,Barley,2.04,2020
R1566,Punjab,Loamy,7.1,80,17,192,36.3,73,1065,Rabi,Sugarcane,1.79,2024
R1567,Tamil Nadu,Sandy,6.07,16,58,51,33.1,51,252,Kharif,Soybean,3.65,2020
R1568,Bihar,Loamy,8.29,22,31,186,24.8,84,869,Zaid,Barley,2.72,2024
R1569,Punjab,Sandy,8.09,51,72,38,20.8,86,503,Rabi,Maize,2.45,2021
R1570,Kerala,Black,7.81,27,47,24,29.7,42,229,Zaid,Pulses,4.56,2018
R1571,Tamil Nadu,Black,8.18,23,68,49,29.6,68,1202,Zaid,Millet,4.65,2019
R1572,Andhra Pradesh,Loamy,5.81,134,54,111,15.5,72,1650,Zaid,Rice,5.34,2023
R1573,Maharashtra,Clay,7.91,147,14,126,17.5,65,1670,Kharif,Rice,5.54,2020
R1574,Bihar,Clay,7.35,94,67,104,16.7,86,550,Rabi,Groundnut,2.83,2020
R1575,Maharashtra,Clay,7.02,38,6,122,24.9,77,582,Zaid,Pulses,4.23,2022
R1576,Tamil Nadu,Clay,6.07,103,21,95,26.6,36,1952,Rabi,Millet,4.48,2023
R1577,Andhra Pradesh,Loamy,6.07,29,40,169,19.4,82,1591,Zaid,Maize,3.16,2022
R1578,Andhra Pradesh,Clay,5.73,75,47,84,34.3,37,1547,Kharif,Sugarcane,4.8,2018
R1579,Gujarat,Sandy,7.85,81,55,141,31.2,36,603,Kharif,Pulses,3.14,2018
R1580,Odisha,Loamy,7.01,77,23,149,33.5,38,992,Zaid,Millet,4.21,2022
R1581,Tamil Nadu,Clay,8.16,98,73,55,38,38,1288,Zaid,Maize,5.09,2023
R1582,Punjab,Sandy,6.24,130,34,135,33.3,74,1627,Zaid,Cotton,3.83,2018
R1583,Maharashtra,Loamy,6.2,74,76,183,37.2,41,517,Rabi,Barley,3.29,2023
R1584,Punjab,Sandy,6.83,11,10,137,21.4,62,812,Rabi,Rice,3.28,2020
R1585,Andhra Pradesh,Black,7.79,11,73,169,19.3,30,962,Zaid,Sugarcane,5.81,2021
R1586,Odisha,Clay,7.77,113,75,154,18.9,70,1491,Kharif,Sugarcane,5.44,2019
R1587,Tamil Nadu,Sandy,7.52,65,62,104,22.7,53,1841,Zaid,Sugarcane,1.64,2021
R1588,Maharashtra,Loamy,7.53,129,55,13,35.6,82,1561,Rabi,Pulses,5.37,2020
R1589,Bihar,Clay,5.68,57,55,38,20.3,58,611,Zaid,Sugarcane,2.4,2021
R1590,Karnataka,Loamy,6.04,12,76,76,29,34,1881,Rabi,Maize,3.4,2020
R1591,Punjab,Sandy,7.79,83,46,148,30.1,55,1025,Rabi,Groundnut,4.06,2022
R1592,Punjab,Clay,5.96,12,53,169,28.1,53,705,Kharif,Maize,3.64,2021
R1593,Punjab,Loamy,7.41,61,78,57,34.4,78,675,Zaid,Millet,1.71,2020
R1594,Punjab,Loamy,8.26,74,7,83,35.9,51,1500,Rabi,Soybean,3.03,2021
R1595,Andhra Pradesh,Loamy,6.11,16,41,186,35,68,1961,Zaid,Millet,5.58,2018
R1596,Karnataka,Clay,6.24,44,5,76,34.7,86,1218,Zaid,Cotton,5.9,2018
R1597,Bihar,Clay,7.39,44,70,108,35.9,84,935,Rabi,Barley,5.57,2018
R1598,Odisha,Sandy,6.55,61,50,196,28.9,38,737,Rabi,Sugarcane,5.94,2018
R1599,Gujarat,Loamy,7.62,85,63,47,16.5,87,1662,Zaid,Cotton,5.18,2018
R1600,Karnataka,Sandy,8.1,51,67,191,25.4,35,837,Rabi,Millet,5.83,2022
